epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.333339560227,-0.333339559575,0.633928979754,-0.633928979625
1,0.603312237392,-0.603312237636,0.696254885046,-0.696254885705
2,0.652189559583,-0.652189559373,0.72406957257,-0.724069570163
3,0.677010902693,-0.677010902693,0.736138078685,-0.736138078341
4,0.681205625227,-0.681205625623,0.750643053651,-0.750643055256
5,0.690930193011,-0.690930192359,0.758549676922,-0.758549676463
6,0.711403389322,-0.7114033903,0.764331835079,-0.764331835652
7,0.715063687053,-0.715063687006,0.766656026187,-0.766656025614
8,0.710885591223,-0.710885591712,0.770229212424,-0.770229212539
9,0.721549006598,-0.7215490059,0.769075659777,-0.769075658402
10,0.726017229119,-0.726017229538,0.771790139262,-0.77179014144
11,0.718197811185,-0.718197811837,0.773925352899,-0.773925354504
12,0.731039646361,-0.731039645849,0.771272571442,-0.771272572359
13,0.727188314497,-0.727188313752,0.775673824835,-0.775673825523
14,0.725133492507,-0.725133492227,0.77595706668,-0.775957067368
15,0.727631780645,-0.727631779714,0.776357848541,-0.77635784877
16,0.737017610483,-0.737017610623,0.778467141092,-0.778467143957
17,0.728720805864,-0.728720805491,0.774575222398,-0.774575220106
18,0.730490154773,-0.730490156217,0.779623018549,-0.779623020383
19,0.734513670532,-0.734513670579,0.778283472818,-0.778283473849
20,0.727839193912,-0.727839193726,0.779548176378,-0.779548175003
21,0.733297285577,-0.733297286509,0.778481631783,-0.778481632586
22,0.73563837707,-0.735638376395,0.776233200729,-0.776233198093
23,0.737919798261,-0.737919799332,0.779608391741,-0.779608392773
24,0.734259445826,-0.734259446338,0.777936652073,-0.777936653334
25,0.736166121438,-0.7361661206,0.780182699401,-0.780182699859
26,0.736723393109,-0.736723393714,0.778950438534,-0.77895043968
27,0.738006481808,-0.738006482273,0.780934204161,-0.780934204734
28,0.739662237652,-0.739662237605,0.779099870588,-0.779099869098
29,0.737491537584,-0.737491538562,0.780720498757,-0.780720499444
30,0.733378691645,-0.733378691087,0.781339304264,-0.781339304035
31,0.734215773176,-0.734215775249,0.781452002892,-0.781452003064
32,0.741382966581,-0.741382965975,0.780384493046,-0.780384492473
33,0.73354112939,-0.733541129576,0.780846172571,-0.780846167184
34,0.739608208323,-0.739608208463,0.780442272184,-0.780442271382
35,0.741524627479,-0.741524627781,0.781807502474,-0.781807505913
36,0.741842687794,-0.741842688632,0.78136455004,-0.781364547977
37,0.73753735153,-0.73753735146,0.780516011497,-0.780516010924
38,0.734258954832,-0.734258954367,0.782325054361,-0.782325055737
39,0.742043083441,-0.742043081089,0.781468444604,-0.781468446438
40,0.735737940331,-0.735737940192,0.780995045316,-0.780995042565
41,0.737528391043,-0.737528392207,0.780908130396,-0.780908130854
42,0.742989457492,-0.742989457492,0.781580601575,-0.7815806002
43,0.737654304737,-0.737654305273,0.781669155795,-0.781669156024
44,0.743895460642,-0.743895460409,0.782165892766,-0.782165891964
45,0.734273172799,-0.734273171541,0.779721964323,-0.779721964552
46,0.748520805966,-0.748520806013,0.78200481981,-0.782004822447
47,0.739848475205,-0.739848476229,0.781450258367,-0.781450259972
48,0.741846140241,-0.741846141219,0.782461939466,-0.782461937173
49,0.736489212915,-0.736489212146,0.781830890706,-0.78183088956
