epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.405382092466,-0.405382092227,0.567195896808,-0.567195898011
1,0.583138750447,-0.583138750447,0.652789475626,-0.652789475081
2,0.631290547317,-0.631290547154,0.640719323491,-0.640719323548
3,0.669082790846,-0.669082790427,0.699231750626,-0.699231750848
4,0.679254447855,-0.679254447948,0.721643985808,-0.721643984776
5,0.701588758593,-0.701588758547,0.738016279271,-0.738016279558
6,0.712330191676,-0.712330191629,0.718218036626,-0.718218036397
7,0.723790311767,-0.72379031186,0.746995461732,-0.746995461274
8,0.729511055443,-0.729511056328,0.727266817683,-0.727266817569
9,0.735682043992,-0.7356820432,0.754787878234,-0.754787878463
10,0.75001892033,-0.750018919958,0.763758949821,-0.763758949592
11,0.750165858259,-0.750165857933,0.76307008169,-0.763070082034
12,0.751799135096,-0.75179913519,0.760443075632,-0.760443077408
13,0.752403302398,-0.752403302863,0.761181554714,-0.761181554542
14,0.755123650702,-0.755123649212,0.7639592749,-0.763959276103
15,0.761538574891,-0.761538574658,0.761400861121,-0.761400860605
16,0.764960858319,-0.76496085762,0.774505680054,-0.774505678278
17,0.762755103176,-0.762755103223,0.767485030626,-0.767485029881
18,0.762988290563,-0.762988290517,0.77132700739,-0.771327004754
19,0.772817489877,-0.772817489505,0.770683219914,-0.770683217507
20,0.779445035849,-0.779445035756,0.775980758094,-0.775980758552
21,0.771028867178,-0.771028866852,0.769567800027,-0.769567799224
22,0.775461596716,-0.775461597508,0.77429656203,-0.774296560654
23,0.775859874487,-0.775859873137,0.774335317428,-0.774335316741
24,0.778273992287,-0.778273993218,0.777782046795,-0.777782048686
25,0.784544831607,-0.784544831514,0.772689857391,-0.772689856703
26,0.782968371222,-0.782968370989,0.772161958252,-0.772161958711
27,0.778623833461,-0.778623833414,0.774473943676,-0.774473945166
28,0.783684763266,-0.783684763545,0.778523043772,-0.778523042626
29,0.791519792099,-0.791519792425,0.77484150741,-0.77484150718
30,0.787337234709,-0.787337235408,0.777313730866,-0.77731373184
31,0.790138616646,-0.790138617577,0.773851156693,-0.773851156579
32,0.794424182456,-0.794424181152,0.777732567718,-0.777732566343
33,0.785048974212,-0.785048973979,0.780255048321,-0.780255048665
34,0.793300715601,-0.793300716719,0.776775323943,-0.776775326465
35,0.79403553037,-0.794035527715,0.774292740168,-0.774292738908
36,0.787329508271,-0.787329507945,0.778334487344,-0.778334485338
37,0.795132091269,-0.795132090198,0.773847676011,-0.773847676011
38,0.794853833923,-0.794853834482,0.776475393084,-0.776475391594
39,0.795961516583,-0.795961516537,0.778568385541,-0.778568383707
40,0.794670592668,-0.794670591084,0.778872328366,-0.778872329226
41,0.799523852114,-0.799523853231,0.778030336992,-0.778030336132
42,0.795683652628,-0.795683652675,0.77889099144,-0.778890991211
43,0.79970165696,-0.799701657332,0.778839230423,-0.778839231798
44,0.797449472733,-0.797449473152,0.78120441219,-0.781204411216
45,0.796096050087,-0.796096050972,0.780060440187,-0.780060439041
46,0.796480284445,-0.796480284072,0.777026096502,-0.777026097648
47,0.799940069858,-0.799940068834,0.77819635954,-0.778196362005
48,0.79603613941,-0.796036140434,0.778756654492,-0.778756656211
49,0.796823914303,-0.79682391407,0.77840268291,-0.778402682451
